full_text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data
Sumber gempa di luar zona subduksi atau zona outer rise spt pemicu gempa selatan Jember ini selama ini menjadi zona sumber gempa yang terlupakan padahal banyak tsunami mematikan akibat ini. Kalah pamor dengan zona megathrust yg sering disebut pakar media dan masyarakat kita.,sumber gempa luar zona subduksi atau zona outer rise pemicu gempa selatan jember selama menjadi zona sumber gempa yang terlupakan padahal banyak tsunami mematikan akibat kalah pamor dengan zona megathrust sering disebut pakar media masyarakat kita,sumber gempa luar zona subduksi atau zona outer rise pemicu gempa selatan jember selama menjadi zona sumber gempa yang terlupakan padahal banyak tsunami mematikan akibat kalah pamor dengan zona megathrust sering disebut pakar media masyarakat kita,"['sumber', 'gempa', 'luar', 'zona', 'subduksi', 'atau', 'zona', 'outer', 'rise', 'pemicu', 'gempa', 'selatan', 'jember', 'selama', 'menjadi', 'zona', 'sumber', 'gempa', 'yang', 'terlupakan', 'padahal', 'banyak', 'tsunami', 'mematikan', 'akibat', 'kalah', 'pamor', 'dengan', 'zona', 'megathrust', 'sering', 'disebut', 'pakar', 'media', 'masyarakat', 'kita']","['sumber', 'gempa', 'zona', 'subduksi', 'zona', 'outer', 'rise', 'pemicu', 'gempa', 'selatan', 'jember', 'zona', 'sumber', 'gempa', 'terlupakan', 'tsunami', 'mematikan', 'akibat', 'kalah', 'pamor', 'zona', 'megathrust', 'pakar', 'media', 'masyarakat']",sumber gempa zona subduksi zona outer rise picu gempa selatan jember zona sumber gempa lupa tsunami mati akibat kalah pamor zona megathrust pakar media masyarakat
 Gempa di luar zona subduksi / outer rise selatan Jatim ini patut diwaspadai meski di luar zona megathrust tapi dengan mekanisme patahan turun akan dapat memicu tsunami seperti gempa dahsyat Sumba. https://t.co/CYRCy8CNOH,gempa luar zona subduksi outer rise selatan jatim patut diwaspadai meski luar zona megathrust tapi dengan mekanisme patahan turun akan dapat memicu tsunami seperti gempa dahsyat sumba tcocyrcycnoh,gempa luar zona subduksi outer rise selatan jatim patut diwaspadai meski luar zona megathrust tapi dengan mekanisme patahan turun akan dapat memicu tsunami seperti gempa dahsyat sumba tcocyrcycnoh,"['gempa', 'luar', 'zona', 'subduksi', 'outer', 'rise', 'selatan', 'jatim', 'patut', 'diwaspadai', 'meski', 'luar', 'zona', 'megathrust', 'tapi', 'dengan', 'mekanisme', 'patahan', 'turun', 'akan', 'dapat', 'memicu', 'tsunami', 'seperti', 'gempa', 'dahsyat', 'sumba', 'tcocyrcycnoh']","['gempa', 'zona', 'subduksi', 'outer', 'rise', 'selatan', 'jatim', 'patut', 'diwaspadai', 'zona', 'megathrust', 'mekanisme', 'patahan', 'turun', 'memicu', 'tsunami', 'gempa', 'dahsyat', 'sumba', 'tcocyrcycnoh']",gempa zona subduksi outer rise selatan jatim patut waspada zona megathrust mekanisme patah turun picu tsunami gempa dahsyat sumba tcocyrcycnoh
@DaryonoBMKG dampak ikutannya bisa sampe mana buka sj agar smua sempat bersiap..apkh megathrust..?,daryonobmkg dampak ikutannya bisa sampe mana buka agar smua sempat bersiapapkh megathrust,daryonobmkg dampak ikutannya bisa sampai mana buka agar semua sempat bersiapapkh megathrust,"['daryonobmkg', 'dampak', 'ikutannya', 'bisa', 'sampai', 'mana', 'buka', 'agar', 'semua', 'sempat', 'bersiapapkh', 'megathrust']","['daryonobmkg', 'dampak', 'ikutannya', 'buka', 'bersiapapkh', 'megathrust']",daryonobmkg dampak ikut buka bersiapapkh megathrust
duh pas dizona megathrust segmen jateng - jatim yg selama ini ditunggu . semoga bukan foreshocks ,dizona megathrust segmen jateng jatim selama ditunggu semoga bukan foreshocks,dizona megathrust segmen jateng jatim selama ditunggu semoga bukan foreshocks,"['dizona', 'megathrust', 'segmen', 'jateng', 'jatim', 'selama', 'ditunggu', 'semoga', 'bukan', 'foreshocks']","['dizona', 'megathrust', 'segmen', 'jateng', 'jatim', 'ditunggu', 'semoga', 'foreshocks']",zona megathrust segmen jateng jatim tunggu moga foreshocks
Gempa di luar zona subduksi / outer rise selatan Jatim ini patut diwaspadai meskipun di luar zona megathrust tetapi dgn mekanisme patahan turun akan dapat memicu tsunami spt gempa dahsyat Sumba 1977 yang tsunaminya menelan korban ratusan orang di Sumbawa selatan.,gempa luar zona subduksi outer rise selatan jatim patut diwaspadai meskipun luar zona megathrust tetapi mekanisme patahan turun akan dapat memicu tsunami gempa dahsyat sumba  yang tsunaminya menelan korban ratusan orang sumbawa selatan,gempa luar zona subduksi outer rise selatan jatim patut diwaspadai meskipun luar zona megathrust tetapi mekanisme patahan turun akan dapat memicu tsunami gempa dahsyat sumba yang tsunaminya menelan korban ratusan orang sumbawa selatan,"['gempa', 'luar', 'zona', 'subduksi', 'outer', 'rise', 'selatan', 'jatim', 'patut', 'diwaspadai', 'meskipun', 'luar', 'zona', 'megathrust', 'tetapi', 'mekanisme', 'patahan', 'turun', 'akan', 'dapat', 'memicu', 'tsunami', 'gempa', 'dahsyat', 'sumba', 'yang', 'tsunaminya', 'menelan', 'korban', 'ratusan', 'orang', 'sumbawa', 'selatan']","['gempa', 'zona', 'subduksi', 'outer', 'rise', 'selatan', 'jatim', 'patut', 'diwaspadai', 'zona', 'megathrust', 'mekanisme', 'patahan', 'turun', 'memicu', 'tsunami', 'gempa', 'dahsyat', 'sumba', 'tsunaminya', 'menelan', 'korban', 'ratusan', 'orang', 'sumbawa', 'selatan']",gempa zona subduksi outer rise selatan jatim patut waspada zona megathrust mekanisme patah turun picu tsunami gempa dahsyat sumba tsunami tel korban ratus orang sumbawa selatan
@infoBMKG semoga gak memicu megathrust :(,infobmkg semoga memicu megathrust,infobmkg semoga memicu megathrust,"['infobmkg', 'semoga', 'memicu', 'megathrust']","['infobmkg', 'semoga', 'memicu', 'megathrust']",infobmkg moga picu megathrust
@DaryonoBMKG apakah bisa jadi tanda foreshock untuk gempa megathrust pak?,daryonobmkg apakah bisa jadi tanda foreshock untuk gempa megathrust,daryonobmkg apakah bisa jadi tanda foreshock untuk gempa megathrust,"['daryonobmkg', 'apakah', 'bisa', 'jadi', 'tanda', 'foreshock', 'untuk', 'gempa', 'megathrust']","['daryonobmkg', 'tanda', 'foreshock', 'gempa', 'megathrust']",daryonobmkg tanda foreshock gempa megathrust
@infoBMKG Semoga bukan awal dari Megathrust :(,infobmkg semoga bukan awal dari megathrust,infobmkg semoga bukan awal dari megathrust,"['infobmkg', 'semoga', 'bukan', 'awal', 'dari', 'megathrust']","['infobmkg', 'semoga', 'megathrust']",infobmkg moga megathrust
@infomalang Semoga bukan awal dari Megathrust :(,infomalang semoga bukan awal dari megathrust,infomalang semoga bukan awal dari megathrust,"['infomalang', 'semoga', 'bukan', 'awal', 'dari', 'megathrust']","['infomalang', 'semoga', 'megathrust']",infomalang moga megathrust
Megathrust selatan jawa ,megathrust selatan jawa,megathrust selatan jawa,"['megathrust', 'selatan', 'jawa']","['megathrust', 'selatan', 'jawa']",megathrust selatan jawa
Yg jember di patahan megathrust ?,jember patahan megathrust,jember patahan megathrust,"['jember', 'patahan', 'megathrust']","['jember', 'patahan', 'megathrust']",jember patah megathrust
@kyona_7898 Mana lokasi gempanya pas di megathrust juga :'v,kyona mana lokasi gempanya megathrust juga,kyona mana lokasi gempanya megathrust juga,"['kyona', 'mana', 'lokasi', 'gempanya', 'megathrust', 'juga']","['kyona', 'lokasi', 'gempanya', 'megathrust']",kyona lokasi gempa megathrust
Di megathrust? https://t.co/zW104YjwCj,megathrust tcozwyjwcj,megathrust tcozwyjwcj,"['megathrust', 'tcozwyjwcj']","['megathrust', 'tcozwyjwcj']",megathrust tcozwyjwcj
@Jogja_Uncover Masuk di zona megathrust kah mas?,jogjauncover masuk zona megathrust,jogjauncover masuk zona megathrust,"['jogjauncover', 'masuk', 'zona', 'megathrust']","['jogjauncover', 'masuk', 'zona', 'megathrust']",jogjauncover masuk zona megathrust
@waifunicorobin @tanyarlfes jangan sampe kejadian sih megathrust itu :( bakal seram bgt hopefully keamanan selalu menyertai kita Aamiin Yaa Mujiib.,waifunicorobin tanyarlfes jangan sampe kejadian megathrust bakal seram hopefully keamanan selalu menyertai kita aamiin mujiib,waifunicorobin tanyarlfes jangan sampai kejadian megathrust bakal seram hopefully keamanan selalu menyertai kita amin mujiib,"['waifunicorobin', 'tanyarlfes', 'jangan', 'sampai', 'kejadian', 'megathrust', 'bakal', 'seram', 'hopefully', 'keamanan', 'selalu', 'menyertai', 'kita', 'amin', 'mujiib']","['waifunicorobin', 'tanyarlfes', 'kejadian', 'megathrust', 'seram', 'hopefully', 'keamanan', 'menyertai', 'amin', 'mujiib']",waifunicorobin tanyarlfes jadi megathrust seram hopefully aman serta amin mujiib
Sebentar lagi yg akan terjadi dan sudah dimulai adalah gunung-gunung meletus gempa-gempa megathrust tsunami hujan jutaan meteor dan banjir nuh jilid2 semua itu hanyalah gemuruh alam menyambut bumi dipimpin oleh satu orang sang pemimpin akhir zaman al imam Al Mahdi as ,sebentar lagi akan terjadi sudah dimulai adalah gununggunung meletus gempagempa megathrust tsunami hujan jutaan meteor banjir jilid semua hanyalah gemuruh alam menyambut bumi dipimpin oleh satu orang sang pemimpin akhir zaman imam mahdi,sebentar lagi akan terjadi sudah dimulai adalah gununggunung meletus gempagempa megathrust tsunami hujan jutaan meteor banjir jilid semua hanyalah gemuruh alam menyambut bumi dipimpin oleh satu orang sang pemimpin akhir zaman imam mahdi,"['sebentar', 'lagi', 'akan', 'terjadi', 'sudah', 'dimulai', 'adalah', 'gununggunung', 'meletus', 'gempagempa', 'megathrust', 'tsunami', 'hujan', 'jutaan', 'meteor', 'banjir', 'jilid', 'semua', 'hanyalah', 'gemuruh', 'alam', 'menyambut', 'bumi', 'dipimpin', 'oleh', 'satu', 'orang', 'sang', 'pemimpin', 'akhir', 'zaman', 'imam', 'mahdi']","['sebentar', 'gununggunung', 'meletus', 'gempagempa', 'megathrust', 'tsunami', 'hujan', 'jutaan', 'meteor', 'banjir', 'jilid', 'gemuruh', 'alam', 'menyambut', 'bumi', 'dipimpin', 'orang', 'sang', 'pemimpin', 'zaman', 'imam', 'mahdi']",sebentar gununggunung letus gempagempa megathrust tsunami hujan juta meteor banjir jilid gemuruh alam sambut bumi pimpin orang sang pimpin zaman imam mahdi
Potensi. Bisa iya bisa tidak. Doa kita semoga gak terjadi. Tapi kita selalu waspada. https://t.co/Nh7QJwbemV,potensi bisa bisa tidak kita semoga terjadi tapi kita selalu waspada tconhqjwbemv,potensi bisa bisa tidak kita semoga terjadi tapi kita selalu waspada tconhqjwbemv,"['potensi', 'bisa', 'bisa', 'tidak', 'kita', 'semoga', 'terjadi', 'tapi', 'kita', 'selalu', 'waspada', 'tconhqjwbemv']","['potensi', 'semoga', 'waspada', 'tconhqjwbemv']",potensi moga waspada tconhqjwbemv
Tuhan Yesus itu Sangat baik memberikan tanda alami kepada manusia bahkan melindungi manusia dari malapetaka.karena malapetaka diperuntukan untuk org yg tdk percaya kepada Tuhan Yesus. https://t.co/FkFJKZNFIB,tuhan yesus sangat baik memberikan tanda alami kepada manusia bahkan melindungi manusia dari malapetakakarena malapetaka diperuntukan untuk percaya kepada tuhan yesus tcofkfjkznfib,tuhan yesus sangat baik memberikan tanda alami kepada manusia bahkan melindungi manusia dari malapetakakarena malapetaka diperuntukan untuk percaya kepada tuhan yesus tcofkfjkznfib,"['tuhan', 'yesus', 'sangat', 'baik', 'memberikan', 'tanda', 'alami', 'kepada', 'manusia', 'bahkan', 'melindungi', 'manusia', 'dari', 'malapetakakarena', 'malapetaka', 'diperuntukan', 'untuk', 'percaya', 'kepada', 'tuhan', 'yesus', 'tcofkfjkznfib']","['tuhan', 'yesus', 'tanda', 'alami', 'manusia', 'melindungi', 'manusia', 'malapetakakarena', 'malapetaka', 'diperuntukan', 'percaya', 'tuhan', 'yesus', 'tcofkfjkznfib']",tuhan yesus tanda alami manusia lindung manusia malapetakakarena malapetaka untuk percaya tuhan yesus tcofkfjkznfib
Awas! Selatan Jawa Berpotensi Gempa Megathrust M 9.0 dan Tsunami 34 Meter https://t.co/iURte4IFwH,awas selatan jawa berpotensi gempa megathrust tsunami meter tcoiurteifwh,awas selatan jawa berpotensi gempa megathrust tsunami meter tcoiurteifwh,"['awas', 'selatan', 'jawa', 'berpotensi', 'gempa', 'megathrust', 'tsunami', 'meter', 'tcoiurteifwh']","['awas', 'selatan', 'jawa', 'berpotensi', 'gempa', 'megathrust', 'tsunami', 'meter', 'tcoiurteifwh']",awas selatan jawa potensi gempa megathrust tsunami meter tcoiurteifwh
Gempa Cianjur-Garut-Lombok Satu Rentetan Menuju Megathrust https://t.co/YthviRKAck,gempa cianjurgarutlombok satu rentetan menuju megathrust tcoythvirkack,gempa cianjurgarutlombok satu rentetan menuju megathrust tcoythvirkack,"['gempa', 'cianjurgarutlombok', 'satu', 'rentetan', 'menuju', 'megathrust', 'tcoythvirkack']","['gempa', 'cianjurgarutlombok', 'rentetan', 'megathrust', 'tcoythvirkack']",gempa cianjurgarutlombok rentet megathrust tcoythvirkack
Jakarta Terancam Berpotensi Gempa Bumi Megathrust 8 9 SR dan Tsunami 34 Meter Ini Kata Ahli https://t.co/VQsWPb9WGm,jakarta terancam berpotensi gempa bumi megathrust tsunami meter kata ahli tcovqswpbwgm,jakarta terancam berpotensi gempa bumi megathrust tsunami meter kata ahli tcovqswpbwgm,"['jakarta', 'terancam', 'berpotensi', 'gempa', 'bumi', 'megathrust', 'tsunami', 'meter', 'kata', 'ahli', 'tcovqswpbwgm']","['jakarta', 'terancam', 'berpotensi', 'gempa', 'bumi', 'megathrust', 'tsunami', 'meter', 'ahli', 'tcovqswpbwgm']",jakarta ancam potensi gempa bumi megathrust tsunami meter ahli tcovqswpbwgm
https://t.co/gY9UuzSI7R Mudah2an jangan terjadi sunggu bijak meminjdahkan ibukota menghindari hal2 semacan ini,tcogyuuzsir mudahan jangan terjadi sunggu bijak meminjdahkan ibukota menghindari hal semacan,tcogyuuzsir mudahan jangan terjadi sungguh bijak meminjdahkan ibukota menghindari hal semacan,"['tcogyuuzsir', 'mudahan', 'jangan', 'terjadi', 'sungguh', 'bijak', 'meminjdahkan', 'ibukota', 'menghindari', 'hal', 'semacan']","['tcogyuuzsir', 'mudahan', 'sungguh', 'bijak', 'meminjdahkan', 'ibukota', 'menghindari', 'semacan']",tcogyuuzsir mudah sungguh bijak meminjdahkan ibukota hindar macan
Gempa Megathrust Diprediksi Sampai Jakarta Ini Penjelasan Pakar Geodesi ITB https://t.co/uBFfIoiw36,gempa megathrust diprediksi sampai jakarta penjelasan pakar geodesi tcoubffioiw,gempa megathrust diprediksi sampai jakarta penjelasan pakar geodesi tcoubffioiw,"['gempa', 'megathrust', 'diprediksi', 'sampai', 'jakarta', 'penjelasan', 'pakar', 'geodesi', 'tcoubffioiw']","['gempa', 'megathrust', 'diprediksi', 'jakarta', 'penjelasan', 'pakar', 'geodesi', 'tcoubffioiw']",gempa megathrust prediksi jakarta jelas pakar geodesi tcoubffioiw
orang kok tetep jahatyah padahal udah ada peringatan waspada megathrust...,orang tetep jahatyah padahal udah peringatan waspada megathrust,orang tetap jahatyah padahal sudah peringatan waspada megathrust,"['orang', 'tetap', 'jahatyah', 'padahal', 'sudah', 'peringatan', 'waspada', 'megathrust']","['orang', 'jahatyah', 'peringatan', 'waspada', 'megathrust']",orang jahatyah ingat waspada megathrust
Kenapa ibukota negara harus pindah ke Kalimantan..?? Ternyata ada sesar bernama sesar baribis yg membentang dari Purwakarta sampai Rangkas bitung melewati bekasi selatan jkt &amp; tangerang berpotensi gempa megatrust 8 7 M.. Kadrun nyinyir aje..!! https://t.co/W2Gk4LoXiJ,kenapa ibukota negara harus pindah kalimantan ternyata sesar bernama sesar baribis membentang dari purwakarta sampai rangkas bitung melewati bekasi selatan tangerang berpotensi gempa megatrust kadrun nyinyir tcowgkloxij,kenapa ibukota negara harus pindah kalimantan ternyata sesar bernama sesar baribis membentang dari purwakarta sampai rangkas bitung melewati bekasi selatan tangerang berpotensi gempa megatrust kadrun nyinyir tcowgkloxij,"['kenapa', 'ibukota', 'negara', 'harus', 'pindah', 'kalimantan', 'ternyata', 'sesar', 'bernama', 'sesar', 'baribis', 'membentang', 'dari', 'purwakarta', 'sampai', 'rangkas', 'bitung', 'melewati', 'bekasi', 'selatan', 'tangerang', 'berpotensi', 'gempa', 'megatrust', 'kadrun', 'nyinyir', 'tcowgkloxij']","['ibukota', 'negara', 'pindah', 'kalimantan', 'sesar', 'bernama', 'sesar', 'baribis', 'membentang', 'purwakarta', 'rangkas', 'bitung', 'melewati', 'bekasi', 'selatan', 'tangerang', 'berpotensi', 'gempa', 'megatrust', 'kadrun', 'nyinyir', 'tcowgkloxij']",ibukota negara pindah kalimantan sesar nama sesar baribis bentang purwakarta rangkas bitung lewat bekas selatan tangerang potensi gempa megatrust kadrun nyinyir tcowgkloxij
Sesar Baribis Aktif Jakarta Terancam Berpotensi Gempa Bumi Megathrust 8 9 SR dan Tsunami 34 Meter Kata Ahli https://t.co/tmvBa3l7S1,sesar baribis aktif jakarta terancam berpotensi gempa bumi megathrust tsunami meter kata ahli tcotmvbals,sesar baribis aktif jakarta terancam berpotensi gempa bumi megathrust tsunami meter kata ahli tcotmvbals,"['sesar', 'baribis', 'aktif', 'jakarta', 'terancam', 'berpotensi', 'gempa', 'bumi', 'megathrust', 'tsunami', 'meter', 'kata', 'ahli', 'tcotmvbals']","['sesar', 'baribis', 'aktif', 'jakarta', 'terancam', 'berpotensi', 'gempa', 'bumi', 'megathrust', 'tsunami', 'meter', 'ahli', 'tcotmvbals']",sesar baribis aktif jakarta ancam potensi gempa bumi megathrust tsunami meter ahli tcotmvbals
Ngeri liat akunnya @infoBMKG notif gempa bumi terus nambah banyak konsekuensi hidup di ring of fire dan lempeng megathrust,ngeri liat akunnya infobmkg notif gempa bumi terus nambah banyak konsekuensi hidup ring fire lempeng megathrust,ngeri lihat akunnya infobmkg notif gempa bumi terus menambah banyak konsekuensi hidup ring fire lempeng megathrust,"['ngeri', 'lihat', 'akunnya', 'infobmkg', 'notif', 'gempa', 'bumi', 'terus', 'menambah', 'banyak', 'konsekuensi', 'hidup', 'ring', 'fire', 'lempeng', 'megathrust']","['ngeri', 'lihat', 'akunnya', 'infobmkg', 'notif', 'gempa', 'bumi', 'menambah', 'konsekuensi', 'hidup', 'ring', 'fire', 'lempeng', 'megathrust']",ngeri lihat akun infobmkg notif gempa bumi tambah konsekuensi hidup ring fire lempeng megathrust
@infoBMKG Jangan sampai ini jadi tanda atau rangkaian Megathrust karena beberapa hari ini jawa selatan di isu kan dengan bencana besar,infobmkg jangan sampai jadi tanda atau rangkaian megathrust karena beberapa hari jawa selatan dengan bencana besar,infobmkg jangan sampai jadi tanda atau rangkaian megathrust karena beberapa hari jawa selatan dengan bencana besar,"['infobmkg', 'jangan', 'sampai', 'jadi', 'tanda', 'atau', 'rangkaian', 'megathrust', 'karena', 'beberapa', 'hari', 'jawa', 'selatan', 'dengan', 'bencana', 'besar']","['infobmkg', 'tanda', 'rangkaian', 'megathrust', 'jawa', 'selatan', 'bencana']",infobmkg tanda rangkai megathrust jawa selatan bencana
@rawrhorangi_ @yaaudaiya @tanyakanrl Menurut riset BMKG diprediksi laut selatan pulau jawa akan ad tsunami yg dipicu gempa megathrust..belum lagi sesar di jawa yg sdg aktif2nya..tp smg saja Allah Subhanahu wa ta'ala menjauhkan kita semua dr bencana krn smua brjalan atas kehendakNYA..aamiin..,rawrhorangi yaaudaiya tanyakanrl menurut riset bmkg diprediksi laut selatan pulau jawa akan tsunami dipicu gempa megathrustbelum lagi sesar jawa aktifnyatp saja allah subhanahu taala menjauhkan kita semua bencana smua brjalan atas kehendaknyaaamiin,rawrhorangi yaaudaiya tanyakanrl menurut riset bmkg diprediksi laut selatan pulau jawa akan tsunami dipicu gempa megathrustbelum lagi sesar jawa aktifnyatp saja allah subhanahu taala menjauhkan kita semua bencana semua brjalan atas kehendaknyaaamiin,"['rawrhorangi', 'yaaudaiya', 'tanyakanrl', 'menurut', 'riset', 'bmkg', 'diprediksi', 'laut', 'selatan', 'pulau', 'jawa', 'akan', 'tsunami', 'dipicu', 'gempa', 'megathrustbelum', 'lagi', 'sesar', 'jawa', 'aktifnyatp', 'saja', 'allah', 'subhanahu', 'taala', 'menjauhkan', 'kita', 'semua', 'bencana', 'semua', 'brjalan', 'atas', 'kehendaknyaaamiin']","['rawrhorangi', 'yaaudaiya', 'tanyakanrl', 'riset', 'bmkg', 'diprediksi', 'laut', 'selatan', 'pulau', 'jawa', 'tsunami', 'dipicu', 'gempa', 'megathrustbelum', 'sesar', 'jawa', 'aktifnyatp', 'allah', 'subhanahu', 'taala', 'menjauhkan', 'bencana', 'brjalan', 'kehendaknyaaamiin']",rawrhorangi yaaudaiya tanyakanrl riset bmkg prediksi laut selatan pulau jawa tsunami picu gempa megathrustbelum sesar jawa aktifnyatp allah subhanahu taala jauh bencana brjalan kehendaknyaaamiin
@adhixxtysm @infoBMKG Bahkan BMKG pun sering mengeluarkan statemen seperti sesar Lembang Megathrust dll yang dikatakan dalam waktu dekat akan bergerak bukan berarti menambah kepanikan kan? Tapi agar masyarakat waspada dan bersiap.,adhixxtysm infobmkg bahkan bmkg sering mengeluarkan statemen seperti sesar lembang megathrust yang dikatakan dalam waktu dekat akan bergerak bukan berarti menambah kepanikan tapi agar masyarakat waspada bersiap,adhixxtysm infobmkg bahkan bmkg sering mengeluarkan statemen seperti sesar lembang megathrust yang dikatakan dalam waktu dekat akan bergerak bukan berarti menambah kepanikan tapi agar masyarakat waspada bersiap,"['adhixxtysm', 'infobmkg', 'bahkan', 'bmkg', 'sering', 'mengeluarkan', 'statemen', 'seperti', 'sesar', 'lembang', 'megathrust', 'yang', 'dikatakan', 'dalam', 'waktu', 'dekat', 'akan', 'bergerak', 'bukan', 'berarti', 'menambah', 'kepanikan', 'tapi', 'agar', 'masyarakat', 'waspada', 'bersiap']","['adhixxtysm', 'infobmkg', 'bmkg', 'mengeluarkan', 'statemen', 'sesar', 'lembang', 'megathrust', 'bergerak', 'menambah', 'kepanikan', 'masyarakat', 'waspada']",adhixxtysm infobmkg bmkg keluar statemen sesar lembang megathrust gerak tambah panik masyarakat waspada
Akhir-akhir ini sering aktivitas kegempaan di daerah selatan pulau Jawa sangat aktif. Semoga ini bukan pertanda gejolak megathrust.,akhirakhir sering aktivitas kegempaan daerah selatan pulau jawa sangat aktif semoga bukan pertanda gejolak megathrust,akhirakhir sering aktivitas kegempaan daerah selatan pulau jawa sangat aktif semoga bukan pertanda gejolak megathrust,"['akhirakhir', 'sering', 'aktivitas', 'kegempaan', 'daerah', 'selatan', 'pulau', 'jawa', 'sangat', 'aktif', 'semoga', 'bukan', 'pertanda', 'gejolak', 'megathrust']","['akhirakhir', 'aktivitas', 'kegempaan', 'daerah', 'selatan', 'pulau', 'jawa', 'aktif', 'semoga', 'pertanda', 'gejolak', 'megathrust']",akhirakhir aktivitas gempa daerah selatan pulau jawa aktif moga tanda gejolak megathrust
@Sangramadhan @HeryIdris5 @GhostOneSeven @panca66 Problem terbesar itu kemudian di banjir ROB. Krn memang faktanya air laut selalu naik Nah maka pindah ke topik 2 ini menjadi salah satu pertimbangan tentang daya dukung ibukota. Dimana posisi Jakarta : 1. di area penuh bencana yaitu sesar dan potensi megathrust,sangramadhan heryidris ghostoneseven panca problem terbesar kemudian banjir memang faktanya laut selalu naik maka pindah topik menjadi salah satu pertimbangan tentang daya dukung ibukota dimana posisi jakarta area penuh bencana yaitu sesar potensi megathrust,sangramadhan heryidris ghostoneseven panca problem terbesar kemudian banjir memang faktanya laut selalu naik maka pindah topik menjadi salah satu pertimbangan tentang daya dukung ibukota dimana posisi jakarta area penuh bencana yaitu sesar potensi megathrust,"['sangramadhan', 'heryidris', 'ghostoneseven', 'panca', 'problem', 'terbesar', 'kemudian', 'banjir', 'memang', 'faktanya', 'laut', 'selalu', 'naik', 'maka', 'pindah', 'topik', 'menjadi', 'salah', 'satu', 'pertimbangan', 'tentang', 'daya', 'dukung', 'ibukota', 'dimana', 'posisi', 'jakarta', 'area', 'penuh', 'bencana', 'yaitu', 'sesar', 'potensi', 'megathrust']","['sangramadhan', 'heryidris', 'ghostoneseven', 'panca', 'problem', 'terbesar', 'banjir', 'faktanya', 'laut', 'pindah', 'topik', 'salah', 'pertimbangan', 'daya', 'dukung', 'ibukota', 'dimana', 'posisi', 'jakarta', 'area', 'penuh', 'bencana', 'sesar', 'potensi', 'megathrust']",sangramadhan heryidris ghostoneseven panca problem besar banjir fakta laut pindah topik salah timbang daya dukung ibukota mana posisi jakarta area penuh bencana sesar potensi megathrust
@asmurcom Sejauh ini belum ada gempa yg se-katastrof 2022 ini sih. Biasanya gempa2 berpusat di laut barat daya Sukabumi (sering di zona megathrust),asmurcom sejauh belum gempa sekatastrof  biasanya gempa berpusat laut barat daya sukabumi sering zona megathrust,asmurcom sejauh belum gempa sekatastrof biasanya gempa berpusat laut barat daya sukabumi sering zona megathrust,"['asmurcom', 'sejauh', 'belum', 'gempa', 'sekatastrof', 'biasanya', 'gempa', 'berpusat', 'laut', 'barat', 'daya', 'sukabumi', 'sering', 'zona', 'megathrust']","['asmurcom', 'gempa', 'sekatastrof', 'gempa', 'berpusat', 'laut', 'barat', 'daya', 'sukabumi', 'zona', 'megathrust']",asmurcom gempa sekatastrof gempa pusat laut barat daya sukabumi zona megathrust
semoga pemerintah daerah jawa barat sudah menyiapin pencegahan potensi gempa bumi megathrust dan tsunami 34 meter di pesisir pantai selatan Jawa Barat yang diprediksi dapat terjadi di masa yang akan datang.,semoga pemerintah daerah jawa barat sudah menyiapin pencegahan potensi gempa bumi megathrust tsunami meter pesisir pantai selatan jawa barat yang diprediksi dapat terjadi masa yang akan datang,semoga pemerintah daerah jawa barat sudah menyiapin pencegahan potensi gempa bumi megathrust tsunami meter pesisir pantai selatan jawa barat yang diprediksi dapat terjadi masa yang akan datang,"['semoga', 'pemerintah', 'daerah', 'jawa', 'barat', 'sudah', 'menyiapin', 'pencegahan', 'potensi', 'gempa', 'bumi', 'megathrust', 'tsunami', 'meter', 'pesisir', 'pantai', 'selatan', 'jawa', 'barat', 'yang', 'diprediksi', 'dapat', 'terjadi', 'masa', 'yang', 'akan', 'datang']","['semoga', 'pemerintah', 'daerah', 'jawa', 'barat', 'menyiapin', 'pencegahan', 'potensi', 'gempa', 'bumi', 'megathrust', 'tsunami', 'meter', 'pesisir', 'pantai', 'selatan', 'jawa', 'barat', 'diprediksi']",moga perintah daerah jawa barat menyiapin cegah potensi gempa bumi megathrust tsunami meter pesisir pantai selatan jawa barat prediksi
Bukan Megathrust Gempa Garut Termasuk dalam Intraslab Begini Penjelasannya https://t.co/kAsLrxVHpp,bukan megathrust gempa garut termasuk dalam intraslab begini penjelasannya tcokaslrxvhpp,bukan megathrust gempa garut termasuk dalam intraslab begini penjelasannya tcokaslrxvhpp,"['bukan', 'megathrust', 'gempa', 'garut', 'termasuk', 'dalam', 'intraslab', 'begini', 'penjelasannya', 'tcokaslrxvhpp']","['megathrust', 'gempa', 'garut', 'intraslab', 'penjelasannya', 'tcokaslrxvhpp']",megathrust gempa garut intraslab jelas tcokaslrxvhpp
