full_text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data
Jumat 30 Des. 2022 pukul 06.26.49 WIB Samudera Hindia Nias Selatan diguncang gempa M5 2. Episenter di laut 108 Km arah Barat Daya Nias Selatan dgn kedalaman 12 km. Gempa berpusat di front megathrust spt ini jika kekuatannya besar rentan memicu tsunami eq. https://t.co/5TzGhoHCik,jumat  pukul  samudera hindia nias selatan diguncang gempa episenter laut arah barat daya nias selatan kedalaman gempa berpusat front megathrust jika kekuatannya besar rentan memicu tsunami tcotzghohcik,jumat pukul samudera hindia nias selatan diguncang gempa episenter laut arah barat daya nias selatan kedalaman gempa berpusat front megathrust jika kekuatannya besar rentan memicu tsunami tcotzghohcik,"['jumat', 'pukul', 'samudera', 'hindia', 'nias', 'selatan', 'diguncang', 'gempa', 'episenter', 'laut', 'arah', 'barat', 'daya', 'nias', 'selatan', 'kedalaman', 'gempa', 'berpusat', 'front', 'megathrust', 'jika', 'kekuatannya', 'besar', 'rentan', 'memicu', 'tsunami', 'tcotzghohcik']","['jumat', 'samudera', 'hindia', 'nias', 'selatan', 'diguncang', 'gempa', 'episenter', 'laut', 'arah', 'barat', 'daya', 'nias', 'selatan', 'kedalaman', 'gempa', 'berpusat', 'front', 'megathrust', 'kekuatannya', 'rentan', 'memicu', 'tsunami', 'tcotzghohcik']",jumat samudera hindia nias selatan guncang gempa episenter laut arah barat daya nias selatan dalam gempa pusat front megathrust kuat rentan picu tsunami tcotzghohcik
https://t.co/sZelhi3tX9 Megathrust Jawa Selatan,tcoszelhitx megathrust jawa selatan,tcoszelhitx megathrust jawa selatan,"['tcoszelhitx', 'megathrust', 'jawa', 'selatan']","['tcoszelhitx', 'megathrust', 'jawa', 'selatan']",tcoszelhitx megathrust jawa selatan
18 tahun lalu Tepatnya pada 26 Desember 2004 pesisir Aceh disapu gelombang tsunami dahsyat pasca gempa megathrust berkekuatan magnitudo 9 3 yang terjadi di dasar Samudera Hindia. Korban meninggal dunia 230-280 ribu jiwa dan lainnya hilang. https://t.co/yqXM8hDEDY,tahun lalu tepatnya pada desember  pesisir aceh disapu gelombang tsunami dahsyat pasca gempa megathrust berkekuatan magnitudo yang terjadi dasar samudera hindia korban meninggal dunia  ribu jiwa lainnya hilang tcoyqxmhdedy,tahun lalu tepatnya pada desember pesisir aceh disapu gelombang tsunami dahsyat pasca gempa megathrust berkekuatan magnitudo yang terjadi dasar samudera hindia korban meninggal dunia ribu jiwa lainnya hilang tcoyqxmhdedy,"['tahun', 'lalu', 'tepatnya', 'pada', 'desember', 'pesisir', 'aceh', 'disapu', 'gelombang', 'tsunami', 'dahsyat', 'pasca', 'gempa', 'megathrust', 'berkekuatan', 'magnitudo', 'yang', 'terjadi', 'dasar', 'samudera', 'hindia', 'korban', 'meninggal', 'dunia', 'ribu', 'jiwa', 'lainnya', 'hilang', 'tcoyqxmhdedy']","['tepatnya', 'desember', 'pesisir', 'aceh', 'disapu', 'gelombang', 'tsunami', 'dahsyat', 'pasca', 'gempa', 'megathrust', 'berkekuatan', 'magnitudo', 'dasar', 'samudera', 'hindia', 'korban', 'meninggal', 'dunia', 'ribu', 'jiwa', 'hilang', 'tcoyqxmhdedy']",tepat desember pesisir aceh sapu gelombang tsunami dahsyat pasca gempa megathrust kuat magnitudo dasar samudera hindia korban tinggal dunia ribu jiwa hilang tcoyqxmhdedy
Ada potensi megathrust M9 geger Ada potensi badai geger Ada potensi resesi geger Ada potensi unprofitable gudang areng mingkem.,potensi megathrust geger potensi badai geger potensi resesi geger potensi unprofitable gudang areng mingkem,potensi megathrust geger potensi badai geger potensi resesi geger potensi unprofitable gudang areng mingkem,"['potensi', 'megathrust', 'geger', 'potensi', 'badai', 'geger', 'potensi', 'resesi', 'geger', 'potensi', 'unprofitable', 'gudang', 'areng', 'mingkem']","['potensi', 'megathrust', 'geger', 'potensi', 'badai', 'geger', 'potensi', 'resesi', 'geger', 'potensi', 'unprofitable', 'gudang', 'areng', 'mingkem']",potensi megathrust geger potensi badai geger potensi resesi geger potensi unprofitable gudang areng mingkem
Relawan Diminta Siap Hadapi Ancaman Bencana Megathrust di Jawa. Bojonegoro (https://t.co/ksziGGp1k3) Ketua Palang Merah Indonesia (PMI) Jawa Timur Imam Utomo mengimbau kepada seluruh masyarakat https://t.co/yYetSNUa3Y #Peristiwa #bencanaalam #Bojonegoro via @beritajatimcom,relawan diminta siap hadapi ancaman bencana megathrust jawa bojonegoro tcoksziggpk ketua palang merah indonesia jawa timur imam utomo mengimbau kepada seluruh masyarakat tcoyyetsnuay peristiwa bencanaalam bojonegoro beritajatimcom,relawan diminta siap hadapi ancaman bencana megathrust jawa bojonegoro tcoksziggpk ketua palang merah indonesia jawa timur imam utomo mengimbau kepada seluruh masyarakat tcoyyetsnuay peristiwa bencanaalam bojonegoro beritajatimcom,"['relawan', 'diminta', 'siap', 'hadapi', 'ancaman', 'bencana', 'megathrust', 'jawa', 'bojonegoro', 'tcoksziggpk', 'ketua', 'palang', 'merah', 'indonesia', 'jawa', 'timur', 'imam', 'utomo', 'mengimbau', 'kepada', 'seluruh', 'masyarakat', 'tcoyyetsnuay', 'peristiwa', 'bencanaalam', 'bojonegoro', 'beritajatimcom']","['relawan', 'hadapi', 'ancaman', 'bencana', 'megathrust', 'jawa', 'bojonegoro', 'tcoksziggpk', 'ketua', 'palang', 'merah', 'indonesia', 'jawa', 'timur', 'imam', 'utomo', 'mengimbau', 'masyarakat', 'tcoyyetsnuay', 'peristiwa', 'bencanaalam', 'bojonegoro', 'beritajatimcom']",rawan hadap ancam bencana megathrust jawa bojonegoro tcoksziggpk ketua palang merah indonesia jawa timur imam utomo imbau masyarakat tcoyyetsnuay peristiwa bencanaalam bojonegoro beritajatimcom
Sebagai negara Ring of Fire dan dilalui lempeng2 sesar patahan aktif wajar terjadi gempa gunung berapi dan tsunami. Ancaman gempa selalu mengintai setiap saat bangsa Indonesia. Megathrust juga jadi ancaman. Tragedi ini menguatkan diri semoga mitigasi bencana semakin bagus.,sebagai negara ring fire dilalui lempeng sesar patahan aktif wajar terjadi gempa gunung berapi tsunami ancaman gempa selalu mengintai setiap saat bangsa indonesia megathrust juga jadi ancaman tragedi menguatkan diri semoga mitigasi bencana semakin bagus,sebagai negara ring fire dilalui lempeng sesar patahan aktif wajar terjadi gempa gunung berapi tsunami ancaman gempa selalu mengintai setiap saat bangsa indonesia megathrust juga jadi ancaman tragedi menguatkan diri semoga mitigasi bencana semakin bagus,"['sebagai', 'negara', 'ring', 'fire', 'dilalui', 'lempeng', 'sesar', 'patahan', 'aktif', 'wajar', 'terjadi', 'gempa', 'gunung', 'berapi', 'tsunami', 'ancaman', 'gempa', 'selalu', 'mengintai', 'setiap', 'saat', 'bangsa', 'indonesia', 'megathrust', 'juga', 'jadi', 'ancaman', 'tragedi', 'menguatkan', 'diri', 'semoga', 'mitigasi', 'bencana', 'semakin', 'bagus']","['negara', 'ring', 'fire', 'lempeng', 'sesar', 'patahan', 'aktif', 'wajar', 'gempa', 'gunung', 'berapi', 'tsunami', 'ancaman', 'gempa', 'mengintai', 'bangsa', 'indonesia', 'megathrust', 'ancaman', 'tragedi', 'menguatkan', 'semoga', 'mitigasi', 'bencana', 'bagus']",negara ring fire lempeng sesar patah aktif wajar gempa gunung rap tsunami ancam gempa intai bangsa indonesia megathrust ancam tragedi kuat moga mitigasi bencana bagus
Waspada! Potensi Tsunami 20 Meter di Selatan Jawa Tsunami Aceh 2004 Bukti Adanya Gempa Megathrust? https://t.co/gWwotLR5Pt,waspada potensi tsunami meter selatan jawa tsunami aceh  bukti adanya gempa megathrust tcogwwotlrpt,waspada potensi tsunami meter selatan jawa tsunami aceh bukti adanya gempa megathrust tcogwwotlrpt,"['waspada', 'potensi', 'tsunami', 'meter', 'selatan', 'jawa', 'tsunami', 'aceh', 'bukti', 'adanya', 'gempa', 'megathrust', 'tcogwwotlrpt']","['waspada', 'potensi', 'tsunami', 'meter', 'selatan', 'jawa', 'tsunami', 'aceh', 'bukti', 'gempa', 'megathrust', 'tcogwwotlrpt']",waspada potensi tsunami meter selatan jawa tsunami aceh bukti gempa megathrust tcogwwotlrpt
Pada 26 Desember 2004 tsunami menerjang Aceh. Gelombang tsunami pasca gempa magnitudo 9 1. Peristiwa ini membuka mata kita akan potensi bencana yang bisa terjadi di Indonesia kapan saja. #VideoBerita #AdadiKompas #Tsunami2004 https://t.co/X8rQDlss8F,pada desember  tsunami menerjang aceh gelombang tsunami pasca gempa magnitudo peristiwa membuka mata kita akan potensi bencana yang bisa terjadi indonesia kapan saja videoberita adadikompas tsunami tcoxrqdlssf,pada desember tsunami menerjang aceh gelombang tsunami pasca gempa magnitudo peristiwa membuka mata kita akan potensi bencana yang bisa terjadi indonesia kapan saja videoberita adadikompas tsunami tcoxrqdlssf,"['pada', 'desember', 'tsunami', 'menerjang', 'aceh', 'gelombang', 'tsunami', 'pasca', 'gempa', 'magnitudo', 'peristiwa', 'membuka', 'mata', 'kita', 'akan', 'potensi', 'bencana', 'yang', 'bisa', 'terjadi', 'indonesia', 'kapan', 'saja', 'videoberita', 'adadikompas', 'tsunami', 'tcoxrqdlssf']","['desember', 'tsunami', 'menerjang', 'aceh', 'gelombang', 'tsunami', 'pasca', 'gempa', 'magnitudo', 'peristiwa', 'membuka', 'mata', 'potensi', 'bencana', 'indonesia', 'videoberita', 'adadikompas', 'tsunami', 'tcoxrqdlssf']",desember tsunami terjang aceh gelombang tsunami pasca gempa magnitudo peristiwa buka mata potensi bencana indonesia videoberita adadikompas tsunami tcoxrqdlssf
Gempa megathrust bawah laut ini disebabkan oleh retakan sepanjang patahan antara Lempeng Burma dan Lempeng Hindia. Efek gempa tersebut menghasilkan energi sebesar 1.500x lebih besar dari pada bom atom Hiroshima. (2),gempa megathrust bawah laut disebabkan oleh retakan sepanjang patahan antara lempeng burma lempeng hindia efek gempa tersebut menghasilkan energi sebesar x lebih besar dari pada atom hiroshima,gempa megathrust bawah laut disebabkan oleh retakan sepanjang patahan antara lempeng burma lempeng hindia efek gempa tersebut menghasilkan energi sebesar kali lebih besar dari pada atom hiroshima,"['gempa', 'megathrust', 'bawah', 'laut', 'disebabkan', 'oleh', 'retakan', 'sepanjang', 'patahan', 'antara', 'lempeng', 'burma', 'lempeng', 'hindia', 'efek', 'gempa', 'tersebut', 'menghasilkan', 'energi', 'sebesar', 'kali', 'lebih', 'besar', 'dari', 'pada', 'atom', 'hiroshima']","['gempa', 'megathrust', 'laut', 'disebabkan', 'retakan', 'patahan', 'lempeng', 'burma', 'lempeng', 'hindia', 'efek', 'gempa', 'menghasilkan', 'energi', 'kali', 'atom', 'hiroshima']",gempa megathrust laut sebab reta patah lempeng burma lempeng hindia efek gempa hasil energi kali atom hiroshima
2. Gempa bumi megathrust bawah laut terjadi ketika Lempeng Hindia didorong ke bawah oleh Lempeng Burma dan memicu serangkaian tsunami mematikan di sepanjang pesisir daratan yang berbatasan dengan Samudra Hindia.,gempa bumi megathrust bawah laut terjadi ketika lempeng hindia didorong bawah oleh lempeng burma memicu serangkaian tsunami mematikan sepanjang pesisir daratan yang berbatasan dengan samudra hindia,gempa bumi megathrust bawah laut terjadi ketika lempeng hindia didorong bawah oleh lempeng burma memicu serangkaian tsunami mematikan sepanjang pesisir daratan yang berbatasan dengan samudra hindia,"['gempa', 'bumi', 'megathrust', 'bawah', 'laut', 'terjadi', 'ketika', 'lempeng', 'hindia', 'didorong', 'bawah', 'oleh', 'lempeng', 'burma', 'memicu', 'serangkaian', 'tsunami', 'mematikan', 'sepanjang', 'pesisir', 'daratan', 'yang', 'berbatasan', 'dengan', 'samudra', 'hindia']","['gempa', 'bumi', 'megathrust', 'laut', 'lempeng', 'hindia', 'didorong', 'lempeng', 'burma', 'memicu', 'serangkaian', 'tsunami', 'mematikan', 'pesisir', 'daratan', 'berbatasan', 'samudra', 'hindia']",gempa bumi megathrust laut lempeng hindia dorong lempeng burma picu rangkai tsunami mati pesisir darat batas samudra hindia
Siklus Gempa Bumi di Megathrust Selatan Jawa &amp; Sumatera | Fakta tvOne https://t.co/bL2FuAcTNR,siklus gempa bumi megathrust selatan jawa sumatera fakta tvone tcoblfuactnr,siklus gempa bumi megathrust selatan jawa sumatera fakta tvone tcoblfuactnr,"['siklus', 'gempa', 'bumi', 'megathrust', 'selatan', 'jawa', 'sumatera', 'fakta', 'tvone', 'tcoblfuactnr']","['siklus', 'gempa', 'bumi', 'megathrust', 'selatan', 'jawa', 'sumatera', 'fakta', 'tvone', 'tcoblfuactnr']",siklus gempa bumi megathrust selatan jawa sumatera fakta tvone tcoblfuactnr
Geger Surat Edaran Potensi Megathrust dan Tsunami dari Camat Labuan BMKG Buka Suara https://t.co/7eXCTUEhtb,geger surat edaran potensi megathrust tsunami dari camat labuan bmkg buka suara tcoexctuehtb,geger surat edaran potensi megathrust tsunami dari camat labuan bmkg buka suara tcoexctuehtb,"['geger', 'surat', 'edaran', 'potensi', 'megathrust', 'tsunami', 'dari', 'camat', 'labuan', 'bmkg', 'buka', 'suara', 'tcoexctuehtb']","['geger', 'surat', 'edaran', 'potensi', 'megathrust', 'tsunami', 'camat', 'labuan', 'bmkg', 'buka', 'suara', 'tcoexctuehtb']",geger surat edar potensi megathrust tsunami camat labu bmkg buka suara tcoexctuehtb
Geger Surat Edaran Potensi Megathrust dan Tsunami dari Camat Labuan BMKG Buka Suara https://t.co/WVO4axxVk9,geger surat edaran potensi megathrust tsunami dari camat labuan bmkg buka suara tcowvoaxxvk,geger surat edaran potensi megathrust tsunami dari camat labuan bmkg buka suara tcowvoaxxvk,"['geger', 'surat', 'edaran', 'potensi', 'megathrust', 'tsunami', 'dari', 'camat', 'labuan', 'bmkg', 'buka', 'suara', 'tcowvoaxxvk']","['geger', 'surat', 'edaran', 'potensi', 'megathrust', 'tsunami', 'camat', 'labuan', 'bmkg', 'buka', 'suara', 'tcowvoaxxvk']",geger surat edar potensi megathrust tsunami camat labu bmkg buka suara tcowvoaxxvk
Bencana untuk membinasakan org yg berdosa dan tdk percaya kepada Tuhan Yesus https://t.co/5PZ4bGR0R1,bencana untuk membinasakan berdosa percaya kepada tuhan yesus tcopzbgrr,bencana untuk membinasakan berdosa percaya kepada tuhan yesus tcopzbgrr,"['bencana', 'untuk', 'membinasakan', 'berdosa', 'percaya', 'kepada', 'tuhan', 'yesus', 'tcopzbgrr']","['bencana', 'membinasakan', 'berdosa', 'percaya', 'tuhan', 'yesus', 'tcopzbgrr']",bencana binasa dosa percaya tuhan yesus tcopzbgrr
Geger Surat Edaran Potensi Megathrust dan Tsunami dari Camat Labuan BMKG Buka Suara https://t.co/JTz98spbJ7,geger surat edaran potensi megathrust tsunami dari camat labuan bmkg buka suara tcojtzspbj,geger surat edaran potensi megathrust tsunami dari camat labuan bmkg buka suara tcojtzspbj,"['geger', 'surat', 'edaran', 'potensi', 'megathrust', 'tsunami', 'dari', 'camat', 'labuan', 'bmkg', 'buka', 'suara', 'tcojtzspbj']","['geger', 'surat', 'edaran', 'potensi', 'megathrust', 'tsunami', 'camat', 'labuan', 'bmkg', 'buka', 'suara', 'tcojtzspbj']",geger surat edar potensi megathrust tsunami camat labu bmkg buka suara tcojtzspbj
Buntut Isu Potensi Megathrust Pengelola Wisata di Pandeglang Sebut Wisatawan Pada Kabur https://t.co/k7xJnRzXzW,buntut potensi megathrust pengelola wisata pandeglang sebut wisatawan pada kabur tcokxjnrzxzw,buntut potensi megathrust pengelola wisata pandeglang sebut wisatawan pada kabur tcokxjnrzxzw,"['buntut', 'potensi', 'megathrust', 'pengelola', 'wisata', 'pandeglang', 'sebut', 'wisatawan', 'pada', 'kabur', 'tcokxjnrzxzw']","['buntut', 'potensi', 'megathrust', 'pengelola', 'wisata', 'pandeglang', 'wisatawan', 'kabur', 'tcokxjnrzxzw']",buntut potensi megathrust kelola wisata pandeglang wisatawan kabur tcokxjnrzxzw
5 tsunami selatan jawa akibat megatrust... https://t.co/1CSJZM2cJj #BMKG #tsunami #megathrust #Gempa #Trending,tsunami selatan jawa akibat megatrust tcocsjzmcjj bmkg tsunami megathrust gempa trending,tsunami selatan jawa akibat megatrust tcocsjzmcjj bmkg tsunami megathrust gempa trending,"['tsunami', 'selatan', 'jawa', 'akibat', 'megatrust', 'tcocsjzmcjj', 'bmkg', 'tsunami', 'megathrust', 'gempa', 'trending']","['tsunami', 'selatan', 'jawa', 'akibat', 'megatrust', 'tcocsjzmcjj', 'bmkg', 'tsunami', 'megathrust', 'gempa', 'trending']",tsunami selatan jawa akibat megatrust tcocsjzmcjj bmkg tsunami megathrust gempa trending
Terkait Potensi Megathrust dan Tsunami Warga Labuan : Saya Tidak Gentar Namun Tetap Waspada https://t.co/Ls71OcbY15,terkait potensi megathrust tsunami warga labuan saya tidak gentar namun tetap waspada tcolsocby,terkait potensi megathrust tsunami warga labuan saya tidak gentar namun tetap waspada tcolsocby,"['terkait', 'potensi', 'megathrust', 'tsunami', 'warga', 'labuan', 'saya', 'tidak', 'gentar', 'namun', 'tetap', 'waspada', 'tcolsocby']","['terkait', 'potensi', 'megathrust', 'tsunami', 'warga', 'labuan', 'gentar', 'waspada', 'tcolsocby']",kait potensi megathrust tsunami warga labu gentar waspada tcolsocby
Gempa Megathrust dan Tsunami: Mau Percaya Hard Gumay Dokter Tifa atau Penjelasan BMKG! Yang percaya Dokter Tifa pasti sudah siap Iron Dome https://t.co/XOePjLPP0w,gempa megathrust tsunami percaya hard gumay dokter tifa atau penjelasan bmkg yang percaya dokter tifa pasti sudah siap iron dome tcoxoepjlppw,gempa megathrust tsunami percaya hard gumay dokter tifa atau penjelasan bmkg yang percaya dokter tifa pasti sudah siap iron dome tcoxoepjlppw,"['gempa', 'megathrust', 'tsunami', 'percaya', 'hard', 'gumay', 'dokter', 'tifa', 'atau', 'penjelasan', 'bmkg', 'yang', 'percaya', 'dokter', 'tifa', 'pasti', 'sudah', 'siap', 'iron', 'dome', 'tcoxoepjlppw']","['gempa', 'megathrust', 'tsunami', 'percaya', 'hard', 'gumay', 'dokter', 'tifa', 'penjelasan', 'bmkg', 'percaya', 'dokter', 'tifa', 'iron', 'dome', 'tcoxoepjlppw']",gempa megathrust tsunami percaya hard gumay dokter tifa jelas bmkg percaya dokter tifa iron dome tcoxoepjlppw
Jangan lupa garis pantai Meulaboh maju 500 m ke arah daratan pasca tsunami dan naiknya permukaan tanah Meulaboh adalah bagian dari siklus tektonik regional di sana. Nek Bahasa Jawa-nya gempa megathrust kuwi mergo lempeng benuane njepat. https://t.co/5JDYAhoQZm https://t.co/wnvZ9DWfQt,jangan lupa garis pantai meulaboh maju arah daratan pasca tsunami naiknya permukaan tanah meulaboh adalah bagian dari siklus tektonik regional sana bahasa jawanya gempa megathrust kuwi mergo lempeng benuane njepat tcojdyahoqzm tcownvzdwfqt,jangan lupa garis pantai meulaboh maju arah daratan pasca tsunami naiknya permukaan tanah meulaboh adalah bagian dari siklus tektonik regional sana bahasa jawanya gempa megathrust kuwi mergo lempeng benuane njepat tcojdyahoqzm tcownvzdwfqt,"['jangan', 'lupa', 'garis', 'pantai', 'meulaboh', 'maju', 'arah', 'daratan', 'pasca', 'tsunami', 'naiknya', 'permukaan', 'tanah', 'meulaboh', 'adalah', 'bagian', 'dari', 'siklus', 'tektonik', 'regional', 'sana', 'bahasa', 'jawanya', 'gempa', 'megathrust', 'kuwi', 'mergo', 'lempeng', 'benuane', 'njepat', 'tcojdyahoqzm', 'tcownvzdwfqt']","['lupa', 'garis', 'pantai', 'meulaboh', 'maju', 'arah', 'daratan', 'pasca', 'tsunami', 'naiknya', 'permukaan', 'tanah', 'meulaboh', 'siklus', 'tektonik', 'regional', 'bahasa', 'jawanya', 'gempa', 'megathrust', 'kuwi', 'mergo', 'lempeng', 'benuane', 'njepat', 'tcojdyahoqzm', 'tcownvzdwfqt']",lupa garis pantai meulaboh maju arah darat pasca tsunami naik muka tanah meulaboh siklus tektonik regional bahasa jawanya gempa megathrust kuwi mergo lempeng benuane njepat tcojdyahoqzm tcownvzdwfqt
Lima Tsunami Selatan Jawa Akibat Megathrust yang Pernah Tercatat Sejarah Mana Sajakah? https://t.co/j2QtIJmuEM,lima tsunami selatan jawa akibat megathrust yang pernah tercatat sejarah mana sajakah tcojqtijmuem,lima tsunami selatan jawa akibat megathrust yang pernah tercatat sejarah mana sajakah tcojqtijmuem,"['lima', 'tsunami', 'selatan', 'jawa', 'akibat', 'megathrust', 'yang', 'pernah', 'tercatat', 'sejarah', 'mana', 'sajakah', 'tcojqtijmuem']","['tsunami', 'selatan', 'jawa', 'akibat', 'megathrust', 'tercatat', 'sejarah', 'sajakah', 'tcojqtijmuem']",tsunami selatan jawa akibat megathrust catat sejarah saja tcojqtijmuem
ASUMSI YANG BEREDAR SOAL LEDAKAN JAM 11.18: 1. MEGATHRUST 2. PESAWAT MELEDAK 3. DYNAMITE PROYEK JJLS Gunungkidul 4. GUNUNG MELETUS 5. LAGI NJAJAL AJIAN ,asumsi yang beredar soal ledakan  megathrust pesawat meledak dynamite proyek jjls gunungkidul gunung meletus lagi njajal ajian,asumsi yang beredar soal ledakan megathrust pesawat meledak dynamite proyek jjls gunungkidul gunung meletus lagi njajal ajian,"['asumsi', 'yang', 'beredar', 'soal', 'ledakan', 'megathrust', 'pesawat', 'meledak', 'dynamite', 'proyek', 'jjls', 'gunungkidul', 'gunung', 'meletus', 'lagi', 'njajal', 'ajian']","['asumsi', 'beredar', 'ledakan', 'megathrust', 'pesawat', 'meledak', 'dynamite', 'proyek', 'jjls', 'gunungkidul', 'gunung', 'meletus', 'njajal', 'ajian']",asumsi edar ledak megathrust pesawat ledak dynamite proyek jjls gunungkidul gunung letus njajal aji
Gempa Bumi Terkini 4 8 SR di Kuningan Hari Ini https://t.co/95kRzOwvkv,gempa bumi terkini kuningan hari tcokrzowvkv,gempa bumi terkini kuningan hari tcokrzowvkv,"['gempa', 'bumi', 'terkini', 'kuningan', 'hari', 'tcokrzowvkv']","['gempa', 'bumi', 'terkini', 'kuningan', 'tcokrzowvkv']",gempa bumi kini kuningan tcokrzowvkv
@GagakNewww Iron Dome Vs Gempa Megathrust?. Opo hubungan e? https://t.co/4N6h39OtfI,gagaknewww iron dome gempa megathrust hubungan tconhotfi,gagaknewww iron dome gempa megathrust hubungan tconhotfi,"['gagaknewww', 'iron', 'dome', 'gempa', 'megathrust', 'hubungan', 'tconhotfi']","['gagaknewww', 'iron', 'dome', 'gempa', 'megathrust', 'hubungan', 'tconhotfi']",gagaknewww iron dome gempa megathrust hubung tconhotfi
Pak Camat... Please jangan bikin panik https://t.co/NK5UcCYBQT,camat please jangan bikin panik tconkuccybqt,camat please jangan bikin panik tconkuccybqt,"['camat', 'please', 'jangan', 'bikin', 'panik', 'tconkuccybqt']","['camat', 'please', 'bikin', 'panik', 'tconkuccybqt']",camat please bikin panik tconkuccybqt
Gempa Bumi Terkini 4 8 SR di Kuningan Hari Ini Pusat Gempa Barusan dan soal Megathrust Selatan Jawa https://t.co/AyRvz5xuoe,gempa bumi terkini kuningan hari pusat gempa barusan soal megathrust selatan jawa tcoayrvzxuoe,gempa bumi terkini kuningan hari pusat gempa barusan soal megathrust selatan jawa tcoayrvzxuoe,"['gempa', 'bumi', 'terkini', 'kuningan', 'hari', 'pusat', 'gempa', 'barusan', 'soal', 'megathrust', 'selatan', 'jawa', 'tcoayrvzxuoe']","['gempa', 'bumi', 'terkini', 'kuningan', 'pusat', 'gempa', 'barusan', 'megathrust', 'selatan', 'jawa', 'tcoayrvzxuoe']",gempa bumi kini kuningan pusat gempa barusan megathrust selatan jawa tcoayrvzxuoe
@FirzaHusain Tambah stres sebenarnya Dr Tifu ni mau jd apa.!! Bahasa sok sangar iron dome megathrust halaahh gedabrus...,firzahusain tambah stres sebenarnya tifu bahasa sangar iron dome megathrust halaahh gedabrus,firzahusain tambah stres sebenarnya tifu bahasa sangar iron dome megathrust halaahh gedabrus,"['firzahusain', 'tambah', 'stres', 'sebenarnya', 'tifu', 'bahasa', 'sangar', 'iron', 'dome', 'megathrust', 'halaahh', 'gedabrus']","['firzahusain', 'stres', 'tifu', 'bahasa', 'sangar', 'iron', 'dome', 'megathrust', 'halaahh', 'gedabrus']",firzahusain stres tifu bahasa sangar iron dome megathrust halaahh gedabrus
Dokter stress Selain Ajak Pakai Iron Dome untuk Halau Potensi Gempa Megathrust Dokter Tifa juga Siap Jadi Presiden! https://t.co/IobirAetpF,dokter stress selain ajak pakai iron dome untuk halau potensi gempa megathrust dokter tifa juga siap jadi presiden tcoiobiraetpf,dokter stres selain ajak pakai iron dome untuk halau potensi gempa megathrust dokter tifa juga siap jadi presiden tcoiobiraetpf,"['dokter', 'stres', 'selain', 'ajak', 'pakai', 'iron', 'dome', 'untuk', 'halau', 'potensi', 'gempa', 'megathrust', 'dokter', 'tifa', 'juga', 'siap', 'jadi', 'presiden', 'tcoiobiraetpf']","['dokter', 'stres', 'ajak', 'pakai', 'iron', 'dome', 'halau', 'potensi', 'gempa', 'megathrust', 'dokter', 'tifa', 'presiden', 'tcoiobiraetpf']",dokter stres ajak pakai iron dome halau potensi gempa megathrust dokter tifa presiden tcoiobiraetpf
@korantempo Dan bayangkan jika zona megathrust sepanjang pantai selatan sumatra jawa bali NTB NTT tiwikrama bangun dr tidur panjangnya ( tsunami aceh cuma menggeliat ) dan Jkt hancur dan pemerintahan lumpuh apa kata koran tempo dan majalah tempo dan Gunawan Mohamad ?,korantempo bayangkan jika zona megathrust sepanjang pantai selatan sumatra jawa bali tiwikrama bangun tidur panjangnya tsunami aceh cuma menggeliat hancur pemerintahan lumpuh kata koran tempo majalah tempo gunawan mohamad,korantempo bayangkan jika zona megathrust sepanjang pantai selatan sumatra jawa bali tiwikrama bangun tidur panjangnya tsunami aceh cuma menggeliat hancur pemerintahan lumpuh kata koran tempo majalah tempo gunawan mohamad,"['korantempo', 'bayangkan', 'jika', 'zona', 'megathrust', 'sepanjang', 'pantai', 'selatan', 'sumatra', 'jawa', 'bali', 'tiwikrama', 'bangun', 'tidur', 'panjangnya', 'tsunami', 'aceh', 'cuma', 'menggeliat', 'hancur', 'pemerintahan', 'lumpuh', 'kata', 'koran', 'tempo', 'majalah', 'tempo', 'gunawan', 'mohamad']","['korantempo', 'bayangkan', 'zona', 'megathrust', 'pantai', 'selatan', 'sumatra', 'jawa', 'bali', 'tiwikrama', 'bangun', 'tidur', 'panjangnya', 'tsunami', 'aceh', 'menggeliat', 'hancur', 'pemerintahan', 'lumpuh', 'koran', 'tempo', 'majalah', 'tempo', 'gunawan', 'mohamad']",korantempo bayang zona megathrust pantai selatan sumatra jawa bal tiwikrama bangun tidur panjang tsunami aceh geliat hancur perintah lumpuh koran tempo majalah tempo gunawan mohamad
