full_text,teks_bersih
BRIN: Gempa Cianjur Tak Terkait Megathrust https://t.co/4rwWkJZvvq,BRIN Gempa Cianjur Terkait Megathrust httpstco4rwWkJZvvq
i remind you potensi megathrust itu ada sudah ada penelitiannya ilmuwan sering kasih warning ke pemerintah makanya mitigasi bencana perlu di-drill lagi di daerah rawan.. dan aktivitas lempeng indo-australia akhir-akhir ini aktif pls be safe guys jgn lupa sholat,remind potensi megathrust sudah penelitiannya ilmuwan sering kasih warning pemerintah makanya mitigasi bencana perlu didrill lagi daerah rawan aktivitas lempeng indoaustralia akhirakhir aktif safe guys lupa sholat
The pics dan vids di repnya.. ya allah sedih banget gue aja td langsung ngabur karena goyang gempanya tuh ga horizontal tp vertikal. Langsung keinget gempa yg palu sama yg megathrust jawa,pics vids repnya allah sedih banget langsung ngabur karena goyang gempanya horizontal vertikal Langsung keinget gempa palu sama megathrust jawa
Gempa tersebut terkait dengan sesar-sesar lokal yang ada di sekitar pusat gempa. https://t.co/cjdM5oIXI3,Gempa tersebut terkait dengan sesarsesar lokal yang sekitar pusat gempa httpstcocjdM5oIXI3
@hadad_nurdin Teu kabayang pami megathrust,hadad_nurdin kabayang pami megathrust
Ahli: Gempa Cianjur Berpotensi Merusak Tidak Terkait Gempa Megathrust https://t.co/97K1KsfgLb,Ahli Gempa Cianjur Berpotensi Merusak Tidak Terkait Gempa Megathrust httpstco97K1KsfgLb
Liat cianjur parah bgt dampaknya. Kebayang kalo sesar lembang/megathrust selatan :(,Liat cianjur parah dampaknya Kebayang kalo sesar lembangmegathrust selatan
Gempa Cianjur Disebut Berpotensi Merusak Namun Tidak Terkait Megathrust https://t.co/x4KvaZeFhj,Gempa Cianjur Disebut Berpotensi Merusak Namun Tidak Terkait Megathrust httpstcox4KvaZeFhj
Menurut BRIN gempa bermagnitudo 5 6 yang melanda barat daya Cianjur berpotensi merusak dan tak terkait potensi gempa megathrust di Selatan Jawa. #Gempa https://t.co/djma4gDJ26,Menurut BRIN gempa bermagnitudo yang melanda barat daya Cianjur berpotensi merusak terkait potensi gempa megathrust Selatan Jawa Gempa httpstcodjma4gDJ26
Ahli: Gempa Cianjur berpotensi merusak namun tidak terkait gempa megathrust https://t.co/9J0oukzGm4,Ahli Gempa Cianjur berpotensi merusak namun tidak terkait gempa megathrust httpstco9J0oukzGm4
@tecayangan @insufficientglu @Jae2JenDo @afrkml ini kak megathrust https://t.co/kGkgVbudHX,tecayangan insufficientglu Jae2JenDo afrkml megathrust httpstcokGkgVbudHX
@helimarum lho sunda megathrust adalah aq di malam pertama setelah pernikahan,helimarum sunda megathrust adalah malam pertama setelah pernikahan
Jujurly dengan semakin seringnya gempa jd takut megathrust beneran datang wkwkkw,Jujurly dengan semakin seringnya gempa takut megathrust beneran datang wkwkkw
@NarasiNewsroom Sudah sering terjadi gempa2 kecil di jawa barat akhir2 ini.. apakah ini gejala awal terjadinya Megathrust? barangkali Narasi bisa ulas...,NarasiNewsroom Sudah sering terjadi gempa2 kecil jawa barat akhir2 apakah gejala awal terjadinya Megathrust barangkali Narasi bisa ulas
Metropedia: Ada Potensi Tsunami Raksasa Kita Bisa Apa? https://t.co/EpmSAn6wmE via @YouTube Semoga ada mitigasi jika amit-amit benar terjadi. Karena tidak ada yang tahu dan masih diteliti sampe skrg perihal gempa megathrust ini. semoga sistem warning gempa-tsunami di Indo--,Metropedia Potensi Tsunami Raksasa Kita Bisa httpstcoEpmSAn6wmE YouTube Semoga mitigasi jika amitamit benar terjadi Karena tidak yang tahu masih diteliti sampe skrg perihal gempa megathrust semoga sistem warning gempatsunami Indo
Pengingat. Baru juga 5 begini https://t.co/n7T8erXwfa,Pengingat Baru juga begini httpstcon7T8erXwfa
Ini pulau jawa sering bgt gempa jadi kepikiran pas kapan bawa running text katanya megathrust jawa prediksi gempa 8 sr stay safe semuaaaaa,pulau jawa sering gempa jadi kepikiran kapan bawa running text katanya megathrust jawa prediksi gempa stay safe semuaaaaa
Akhir-akhir ini kenapa sering gempa deh jadi keinget prediksi megathrust kann,Akhirakhir kenapa sering gempa jadi keinget prediksi megathrust kann
yg daerahnya rawan atau deket pantai stay safe yaa.. takut bgt kalo baca berita perkiraan megathrust,daerahnya rawan atau deket pantai stay safe takut kalo baca berita perkiraan megathrust
@yourdiar tbtb keinget megathrust,yourdiar tbtb keinget megathrust
Parno lagi mana kemaren abis nonton soal megathrust,Parno lagi mana kemaren abis nonton soal megathrust
Wah emang gempa biasanya gak sadar kalau gempa tapi ini kerasa bgt?! Ya Allah...baru kemaren liat2 video ttg ancaman megathrust sampe udah ada tandanya gini serius bgt weh ancamannya.,emang gempa biasanya sadar kalau gempa tapi kerasa Allahbaru kemaren liat2 video ancaman megathrust sampe udah tandanya gini serius ancamannya
@infoBMKG Syukurlah lah tidak potensi Takut bgt megathrust ,infoBMKG Syukurlah tidak potensi Takut megathrust
Mengenal Megathrust Sumber Gempa Seperti yang Ada di Selatan Jawa https://t.co/0OMiRU1mfP,Mengenal Megathrust Sumber Gempa Seperti yang Selatan Jawa httpstco0OMiRU1mfP
Mengenal Megathrust Sumber Gempa Seperti yang Ada di Selatan Jawa https://t.co/8f3LyAiVt2,Mengenal Megathrust Sumber Gempa Seperti yang Selatan Jawa httpstco8f3LyAiVt2
Lempeng Indo Australia... again... Jauhin prediksi megathrust please ,Lempeng Indo Australia again Jauhin prediksi megathrust please
#Megathrust di selatan Jawa itu nyata hanya waktunya yang kita tidak tahu. https://t.co/Av8WVmUDEZ,Megathrust selatan Jawa nyata hanya waktunya yang kita tidak tahu httpstcoAv8WVmUDEZ
#Megathrust di selatan Jawa itu nyata hanya waktunya yang kita tidak tahu. https://t.co/NGtBRo1Atr,Megathrust selatan Jawa nyata hanya waktunya yang kita tidak tahu httpstcoNGtBRo1Atr
Sumpah ini megathrust tsunami kenapa nakutin. Bsk w pen ke Jogja ehhhh ,Sumpah megathrust tsunami kenapa nakutin Jogja ehhhh
@pikacokk @AREAJULID Dari penelitian lengkapnya bisa dibaca di jurnal Springer ini https://t.co/0CToQqQVM4 dan dari BNPB ini https://t.co/XBtAnA4lSx] https://t.co/eccLI4mb96,pikacokk AREAJULID Dari penelitian lengkapnya bisa dibaca jurnal Springer httpstco0CToQqQVM4 dari BNPB httpstcoXBtAnA4lSx httpstcoeccLI4mb96
jadi keinget megathrust.,jadi keinget megathrust
@infoBMKG https://t.co/L4bS1l8X3Q Ini true kah?,infoBMKG httpstcoL4bS1l8X3Q true
@convomf Ko jabar sering gempa ya akhir2 ini? ;( Jadi takut isu isu megathrust Semoga aman selalu disana,convomf jabar sering gempa akhir2 Jadi takut megathrust Semoga aman selalu disana
@RANGERmounts Bila para ilmuwan pakar dan peneliti sudah berkali-kali memberi info perihal megathrust.... Itu tandanya sedang tidak baik baik saja.... semoga pemerintah dan masyarakat serius mempersiapkan semua nya,RANGERmounts Bila para ilmuwan pakar peneliti sudah berkalikali memberi info perihal megathrust tandanya sedang tidak baik baik saja semoga pemerintah masyarakat serius mempersiapkan semua
Sepertinya tipe goyangan nya horizontal bukan vertikal makanya ga kerasa walaupun Mag. nya besar. Tetap update peringatan dari @bmkg karena tipe gempa seperti itu walaupun ga kerasa bisa menyebabkan tsunami #SilentKiller apalagi Bengkulu masuk zona Megathrust. https://t.co/Vz3Bmrezim,Sepertinya tipe goyangan horizontal bukan vertikal makanya kerasa walaupun besar Tetap update peringatan dari bmkg karena tipe gempa seperti walaupun kerasa bisa menyebabkan tsunami SilentKiller apalagi Bengkulu masuk zona Megathrust httpstcoVz3Bmrezim
Pemerintah harus serius menyikapi studi potensi tsunami akibat megathrust https://t.co/8Enq5uu6z5,Pemerintah harus serius menyikapi studi potensi tsunami akibat megathrust httpstco8Enq5uu6z5
Badan Geologi ESDM : Gempa Beruntun di Bengkulu akibat Aktivitas Zona Megathrust https://t.co/lIpkHLvYet,Badan Geologi ESDM Gempa Beruntun Bengkulu akibat Aktivitas Zona Megathrust httpstcolIpkHLvYet
Semoga tak terjadi apa2...Ya Tuhan lindungi kami dr marabahaya aamiin... https://t.co/z7Od2PFbOk,Semoga terjadi apa2Ya Tuhan lindungi kami marabahaya aamiin httpstcoz7Od2PFbOk
@DaryonoBMKG Apakah akhir taun akan keluar megathrust? Apa pulau jawa akan terbelah atau menghilang dampaknya? Hmm @Jowo_Jawi,DaryonoBMKG Apakah akhir taun akan keluar megathrust pulau jawa akan terbelah atau menghilang dampaknya Jowo_Jawi
Gempa M6 7 Guncang Bengkulu Malam Ini BMKG: Megathrust #TempoTekno https://t.co/JztaxC7EqF,Gempa Guncang Bengkulu Malam BMKG Megathrust TempoTekno httpstcoJztaxC7EqF
Gempa M6 7 Guncang Bengkulu Malam Ini BMKG: Megathrust https://t.co/ejbc5bP5TX #TempoTekno,Gempa Guncang Bengkulu Malam BMKG Megathrust httpstcoejbc5bP5TX TempoTekno
@DaryonoBMKG Bahasa masyarakat umum apakah ini artinya waspada megathrust pak?,DaryonoBMKG Bahasa masyarakat umum apakah artinya waspada megathrust
Sunda megathrust just rupture. 6.9 near Bengkulu,Sunda megathrust just rupture near Bengkulu
Hasil analisis mekanisme sumber menunjukkan bahwa gempabumi memiliki mekanisme pergerakan naik ( thrust fault). Indikasi kuat gempa megathrust.,Hasil analisis mekanisme sumber menunjukkan bahwa gempabumi memiliki mekanisme pergerakan naik thrust fault Indikasi kuat gempa megathrust
Dengan memperhatikan lokasi episenter dan kedalaman hiposenternya gempabumi yang terjadi merupakan jenis gempabumi dangkal akibat adanya aktivitas subduksi lempeng Eurasia (megathrust event).,Dengan memperhatikan lokasi episenter kedalaman hiposenternya gempabumi yang terjadi merupakan jenis gempabumi dangkal akibat adanya aktivitas subduksi lempeng Eurasia megathrust event
Megathrust event Mag. 6 7 tdk disertai anomali muka laut (tdk tsunami) dan guncangan mencapai skala intensitas IV MMI di Enggano dan bbrp tempat di Prov. Bengkulu (blm ada info kerusakan akibat gempa). https://t.co/J9VOs6SSJJ,Megathrust event disertai anomali muka laut tsunami guncangan mencapai skala intensitas Enggano bbrp tempat Prov Bengkulu info kerusakan akibat gempa httpstcoJ9VOs6SSJJ
Soal Potensi Gempa Megathrust BNPB Ingatkan Semua Elemen Masyarakat Akan Kecepatan Evakuasi https://t.co/FXYd7FNC9p,Soal Potensi Gempa Megathrust BNPB Ingatkan Semua Elemen Masyarakat Akan Kecepatan Evakuasi httpstcoFXYd7FNC9p
BNPB: Mitigasi penyelamatan nyawa dari gempa megathrust hanya evakuasi https://t.co/It1ABewyoT,BNPB Mitigasi penyelamatan nyawa dari gempa megathrust hanya evakuasi httpstcoIt1ABewyoT
Evakuasi adalah satu-satunya cara selamat jika terjadi gempa megathrust dan tsunami. https://t.co/6AqTmknHHA,Evakuasi adalah satusatunya cara selamat jika terjadi gempa megathrust tsunami httpstco6AqTmknHHA
Evakuasi adalah satu-satunya cara selamat jika terjadi gempa megathrust dan tsunami. https://t.co/6AqTmkEKJA,Evakuasi adalah satusatunya cara selamat jika terjadi gempa megathrust tsunami httpstco6AqTmkEKJA
Gempa Megathrust Selatan Jawa Diprediksi Tiap 400 Tahun Potensi M 8 8 https://t.co/uHFLBWgjPs #Terbaru #400 #88 #berita https://t.co/2rVrnYvDQQ,Gempa Megathrust Selatan Jawa Diprediksi Tiap Tahun Potensi httpstcouHFLBWgjPs Terbaru berita httpstco2rVrnYvDQQ
BNPB: Penyelamatan nyawa dari gempa megathrust hanya kecepatan evakuasi https://t.co/mjZrUWTu1n,BNPB Penyelamatan nyawa dari gempa megathrust hanya kecepatan evakuasi httpstcomjZrUWTu1n
Mitigasi penyelamatan nyawa dari gempa megathrust hanya evakuasi [BeritaBaru] https://t.co/sPC19F4ENH,Mitigasi penyelamatan nyawa dari gempa megathrust hanya evakuasi BeritaBaru httpstcosPC19F4ENH
Mitigasi penyelamatan nyawa dari gempa megathrust hanya evakuasi https://t.co/8AsuUoAsMl,Mitigasi penyelamatan nyawa dari gempa megathrust hanya evakuasi httpstco8AsuUoAsMl
Gempa Megathrust Selatan Jawa Diprediksi Tiap 400 Tahun Potensi M 8 8 https://t.co/bKHMSaYiFo,Gempa Megathrust Selatan Jawa Diprediksi Tiap Tahun Potensi httpstcobKHMSaYiFo
Halo #SahabatTangguh! Yang tadi ketinggalan siaran langsung Disaster Briefing hari ini bisa lihat tayangan ulangnya di sini ya: Banjir Surut Megathrust Datang? https://t.co/z3J4W4JFfW #DisasterBriefing #BNPBIndonesia https://t.co/7TWxSY3ywB,Halo SahabatTangguh Yang tadi ketinggalan siaran langsung Disaster Briefing hari bisa lihat tayangan ulangnya sini Banjir Surut Megathrust Datang httpstcoz3J4W4JFfW DisasterBriefing BNPBIndonesia httpstco7TWxSY3ywB
Potensi Bencana Megathrust Laut Selatan Jawa Barat Timbulkan Tsunami 34 Meter - https://t.co/lQ6IGPPlLu,Potensi Bencana Megathrust Laut Selatan Jawa Barat Timbulkan Tsunami Meter httpstcolQ6IGPPlLu
Potensi Bencana Megathrust Laut Selatan Jawa Barat Timbulkan Tsunami 34 Meter - Via @Gosip_Garut https://t.co/7h74x9IKzy,Potensi Bencana Megathrust Laut Selatan Jawa Barat Timbulkan Tsunami Meter Gosip_Garut httpstco7h74x9IKzy
Potensi Bencana Megathrust Laut Selatan Jawa Barat Timbulkan Tsunami 34 Meter https://t.co/OOsUGn9Mbp,Potensi Bencana Megathrust Laut Selatan Jawa Barat Timbulkan Tsunami Meter httpstcoOOsUGn9Mbp
https://t.co/dKvge01DoS : Ahli ITB Sebut Megathrust Laut Selatan Jawa Barat Masuk Periode Perulangan https://t.co/l2IjVfR7YB,httpstcodKvge01DoS Ahli Sebut Megathrust Laut Selatan Jawa Barat Masuk Periode Perulangan httpstcol2IjVfR7YB
Waspada Potensi Bencana Megathrust Hantui Wilayah Selatan Jawa https://t.co/WFHudXdxsD,Waspada Potensi Bencana Megathrust Hantui Wilayah Selatan Jawa httpstcoWFHudXdxsD
Info potensi gempa megathrust bukanlah prediksi/peringatan dini shg jgn dimaknai keliru seolah akan tjd dlm waktu dekat jg modelling tsunami yg dibuat itu utk acuan mitigasi. Untuk itu masy dihimbau tetap tenang beraktivitas di pantai melaut berdagang dan berwisata.,Info potensi gempa megathrust bukanlah prediksiperingatan dini dimaknai keliru seolah akan waktu dekat modelling tsunami dibuat acuan mitigasi Untuk masy dihimbau tetap tenang beraktivitas pantai melaut berdagang berwisata
@DaryonoBMKG Persiapan Megathrust . (?),DaryonoBMKG Persiapan Megathrust
Zona outerrise tak boleh diabaikan karena juga ancaman yang tak kalah dengan megathrust.,Zona outerrise boleh diabaikan karena juga ancaman yang kalah dengan megathrust
Dan poin pentingnya jg adl (jiah sok paten kali) masih diwanti2 nih bagian seismic gap yg sering diomongin itu. Seismic gap tu kek ada bagian kosong yg jarang bgt gempa di bagian megathrust. Nah klo kosong2 begini nih yg agak laen. Bikin was-was. Krn diam2 --,poin pentingnya jiah paten kali masih diwanti2 bagian seismic sering diomongin Seismic bagian kosong jarang gempa bagian megathrust kosong2 begini agak laen Bikin waswas diam2
Potensi tsunami akibat gempa bumi megathrust perlu diwaspadai dengan meningkatkan mitigasi. #gempabumi #tsunami #meghatrust https://t.co/SIanopacHc,Potensi tsunami akibat gempa bumi megathrust perlu diwaspadai dengan meningkatkan mitigasi gempabumi tsunami meghatrust httpstcoSIanopacHc
BRIN menyebutkan bagian selatan Jawa dan barat daya Sumatra menyimpan potensi gempa bumi megathrust. https://t.co/UihTUYAk15,BRIN menyebutkan bagian selatan Jawa barat daya Sumatra menyimpan potensi gempa bumi megathrust httpstcoUihTUYAk15
GEMPA MEGATHRUST Daftar 5 Daerah di Jabar Berpotensi Tsunami BRIN: Bisa Lebih Besar dari Tsunami Aceh 2004 #gempa #earthquake #megathrust #Indonesia https://t.co/pXixxLny9M,GEMPA MEGATHRUST Daftar Daerah Jabar Berpotensi Tsunami BRIN Bisa Lebih Besar dari Tsunami Aceh 2004 gempa earthquake megathrust Indonesia httpstcopXixxLny9M
Dampak tsunami tersebut bisa lebih besar dibandingkan dengan dampak tsunami yang terjadi di Aceh tahun 2004. https://t.co/UXBzk4wPZW,Dampak tsunami tersebut bisa lebih besar dibandingkan dengan dampak tsunami yang terjadi Aceh tahun 2004 httpstcoUXBzk4wPZW
BRIN Imbau Waspada Potensi Tsunami Akibat Gempa Megathrust https://t.co/VWtaAyq1yF,BRIN Imbau Waspada Potensi Tsunami Akibat Gempa Megathrust httpstcoVWtaAyq1yF
BRIN: Gempa Megathrust Berpeluang Timbulkan Tsunami di Bagian Selatan Jawa dan Barat Daya Sumatera https://t.co/x2O00eFW3X https://t.co/f1zCH6gH8e,BRIN Gempa Megathrust Berpeluang Timbulkan Tsunami Bagian Selatan Jawa Barat Daya Sumatera httpstcox2O00eFW3X httpstcof1zCH6gH8e
Pakar menyebut bagian selatan Jawa dan barat daya Sumatera menyimpan potensi gempa bumi megathrust yang harus diwaspadai ancamannya meski tidak diketahui kapan terjadinya. https://t.co/f0Q0EE7Gyn,Pakar menyebut bagian selatan Jawa barat daya Sumatera menyimpan potensi gempa bumi megathrust yang harus diwaspadai ancamannya meski tidak diketahui kapan terjadinya httpstcof0Q0EE7Gyn
Pakar: Potensi tsunami akibat gempa megathrust perlu diwaspadai - ANTARA News Bengkulu https://t.co/jbyZR8QcEu,Pakar Potensi tsunami akibat gempa megathrust perlu diwaspadai ANTARA News Bengkulu httpstcojbyZR8QcEu
Nankai megathrust https://t.co/X0mnCv6RKi,Nankai megathrust httpstcoX0mnCv6RKi
@Foamwatcher gempa (megathrust atau bukan) dan tsunami adalah konsekuensi dari lokasi kepulauan Indonesia yang ada di daerah penunjaman (subduction zone) dan diikuti pula deretan gunung api. jadi itu bukan buat nakut2in rakyat sipil. cuma buat waspada aja,Foamwatcher gempa megathrust atau bukan tsunami adalah konsekuensi dari lokasi kepulauan Indonesia yang daerah penunjaman subduction zone diikuti pula deretan gunung jadi bukan buat nakut2in rakyat sipil cuma buat waspada
Riset BMKG: Indonesia Berpotensi Tsunami 34 Meter dan Gempa Megathrust M... https://t.co/TnxHdzP51D via @YouTube,Riset BMKG Indonesia Berpotensi Tsunami Meter Gempa Megathrust httpstcoTnxHdzP51D YouTube
@widjokongko @Penzhu @infomitigasi @BPBDJabar @prth_brin Nanya Pak kalau gempa megathrust katastropic di laut selatan jawa apakah sluruh daerah pantai selatan dari jabar smp jatim akan kena tsunami?,widjokongko Penzhu infomitigasi BPBDJabar prth_brin Nanya kalau gempa megathrust katastropic laut selatan jawa apakah sluruh daerah pantai selatan dari jabar jatim akan kena tsunami
Sempat ngebahas ini sama kawan. Serta titik2 mana saja yang menjadi pusat potensi Tsunami besar di pulau jawa jika terjadi Gempa Megathrust. Akhirnya artikelnya keluar dan dibuat secara detail,Sempat ngebahas sama kawan Serta titik2 mana saja yang menjadi pusat potensi Tsunami besar pulau jawa jika terjadi Gempa Megathrust Akhirnya artikelnya keluar dibuat secara detail
3. Potensi tsunami ini smp dimana? Tsunami dari gempa megathrust &gt;M8.5 katastropik &amp; daerah terdampak regional di pesisir bbrp negara jiran (Negara/Kepulauan di Samudra Hindia/Australia). Pantai² di Jawa Sumatra terdampak. Teluk/Pantai Jkt? Potensi Tinggi &gt;~2m smp dlm wkt &lt;3jam.,Potensi tsunami dimana Tsunami dari gempa megathrust gtM85 katastropik daerah terdampak regional pesisir bbrp negara jiran NegaraKepulauan Samudra HindiaAustralia Pantai² Jawa Sumatra terdampak TelukPantai Potensi Tinggi gt2m lt3jam
1. Ada pertanyaan ttg arti peta yg diposting sblmnya: itu adalah distribusi potensi tinggi tsunami (ditunjukkan dg warna) dr skenario Gempa Megathrust. Grafik dibawahnya adalah distribusi ketinggian di sepanjang pantai. 2. Lanjutan info hr ini di media. https://t.co/dQAp8HaVbu https://t.co/TdemwphJ0l,pertanyaan arti peta diposting sblmnya adalah distribusi potensi tinggi tsunami ditunjukkan warna skenario Gempa Megathrust Grafik dibawahnya adalah distribusi ketinggian sepanjang pantai Lanjutan info media httpstcodQAp8HaVbu httpstcoTdemwphJ0l
Jadi keinget pernah baca pulau jawa itu bener-bener serem sebenernya. Ada kemungkinan megathrust belom lagi kalo ngaruh ke sesar lembang + bikin trigger gunung api yg aktif,Jadi keinget pernah baca pulau jawa benerbener serem sebenernya kemungkinan megathrust belom lagi kalo ngaruh sesar lembang bikin trigger gunung aktif
Menurut laporan yang dikeluarkan oleh penyelidik Indonesia Para penyelidik menemukan aktiviti seismik yang tinggi di pantai selatan Provinsi Jawa Barat dan bahagian tenggara Pulau Sumatera yang boleh mencetuskan gempa megathrust . https://t.co/BzJEcnlrL4,Menurut laporan yang dikeluarkan oleh penyelidik Indonesia Para penyelidik menemukan aktiviti seismik yang tinggi pantai selatan Provinsi Jawa Barat bahagian tenggara Pulau Sumatera yang boleh mencetuskan gempa megathrust httpstcoBzJEcnlrL4
Kalo sunda megathrust benar terjadi dalam waktu dekat patahan lembang cimandiri baribis garsela cipamingkis dan patahan yang lain yang ada di sekitarnya juga ikut bergerak? Ring of fire indah tapi harus siap mitigasi bencana,Kalo sunda megathrust benar terjadi dalam waktu dekat patahan lembang cimandiri baribis garsela cipamingkis patahan yang lain yang sekitarnya juga ikut bergerak Ring fire indah tapi harus siap mitigasi bencana
@IchaStyan @hadi_piin Semoga kita semua terhindar dari musibah dan marabahaya. Dan semoga megathrust tidak terjadi.,IchaStyan hadi_piin Semoga kita semua terhindar dari musibah marabahaya semoga megathrust tidak terjadi
Habis komen soal megathrust jadi serasa nakut2in wkwk atau nyebar2in isu. Ya ini cuma simulasi aja sih. Artinya apa ya persiapan penanganan bencana. Mitigasi Safety mengurangi korban jiwa dsb.,Habis komen soal megathrust jadi serasa nakut2in wkwk atau nyebar2in cuma simulasi Artinya persiapan penanganan bencana Mitigasi Safety mengurangi korban jiwa
@Askrlfess Yg lebih bahaya apabila sumber gempa ada di forearc basin atau daerah setelah palung subduksi yg lebih dekat dengan pantai. Selain gempanya umumnya lebih kerasa didaratan waktu tempuh tsunaminya akan lebih cepat mencapai pantai ketimbang tsunami yg dibangkitkan dari megathrust,Askrlfess lebih bahaya apabila sumber gempa forearc basin atau daerah setelah palung subduksi lebih dekat dengan pantai Selain gempanya umumnya lebih kerasa didaratan waktu tempuh tsunaminya akan lebih cepat mencapai pantai ketimbang tsunami dibangkitkan dari megathrust
@Askrlfess Dengan jarak zona megathrust (sebagai sumber gempa besar) yg lumayan jauh dari bibir pantai jabar-bengkulu harusnya ada cukup waktu untuk evakuasi ke tempat aman (tsunami sampai pantai mungkin sekitar 20 menit) Asal: peringatan dini bagus masyarakat teredukasi dng baik ,Askrlfess Dengan jarak zona megathrust sebagai sumber gempa besar lumayan jauh dari bibir pantai jabarbengkulu harusnya cukup waktu untuk evakuasi tempat aman tsunami sampai pantai mungkin sekitar menit Asal peringatan dini bagus masyarakat teredukasi baik
@miripbaymax @gorgeousclvet @Askrlfess sadly engga zona megathrust juga ada di selat sunda jakarta juga ada ancaman tsunami dari pantai utara jakarta,miripbaymax gorgeousclvet Askrlfess sadly engga zona megathrust juga selat sunda jakarta juga ancaman tsunami dari pantai utara jakarta
Riset seperti ini dipublikasi untuk kemudian digunakan untuk penanganan dan persiapan oleh pemerintah daerah Semua daerah yang berhadapan dengan zona megathrust harus waspada akan ancaman gempa besar. Tidak perlu gempa dgn kekuatan 8+ gempa 6+ di lokasi yang salah lingkungan,Riset seperti dipublikasi untuk kemudian digunakan untuk penanganan persiapan oleh pemerintah daerah Semua daerah yang berhadapan dengan zona megathrust harus waspada akan ancaman gempa besar Tidak perlu gempa kekuatan gempa lokasi yang salah lingkungan
@Askrlfess mksdnya gempa megathrust terus berpotensi jadi mega tsunami,Askrlfess mksdnya gempa megathrust terus berpotensi jadi mega tsunami
@Askrlfess ini yang dulu rame tentang potensi tsunami megathrust itu ya?,Askrlfess yang dulu rame tentang potensi tsunami megathrust
Pesisir selatan Pulau Jawa diintai potensi tsunami setinggi 34 meter. Resiko tsunami itu terjadi akibat megathrust. https://t.co/zOfuOCrQCW,Pesisir selatan Pulau Jawa diintai potensi tsunami setinggi meter Resiko tsunami terjadi akibat megathrust httpstcozOfuOCrQCW
Pesisir selatan Pulau Jawa diintai potensi tsunami setinggi 34 meter. Resiko tsunami itu terjadi akibat megathrust. https://t.co/fX64uzGl40,Pesisir selatan Pulau Jawa diintai potensi tsunami setinggi meter Resiko tsunami terjadi akibat megathrust httpstcofX64uzGl40
Pesisir selatan Pulau Jawa diintai potensi tsunami setinggi 34 meter. Resiko tsunami itu terjadi akibat megathrust. https://t.co/fX64uzXo60,Pesisir selatan Pulau Jawa diintai potensi tsunami setinggi meter Resiko tsunami terjadi akibat megathrust httpstcofX64uzXo60
sumatera ada megathrust papua juga ada. kalian bisa bayangin jelek-jeleknya tuh dua megathrust batuk-batuk yang pusing orang-orang yang tinggal di gambar ini wkwkwk :((((,sumatera megathrust papua juga kalian bisa bayangin jelekjeleknya megathrust batukbatuk yang pusing orangorang yang tinggal gambar wkwkwk
Potensi tsunami setinggi 34 meter mengintai pesisir selatan Jawa Barat akibat gempa megathrust. Begini kata pakar dari ITB. https://t.co/zGJtUL9cz3,Potensi tsunami setinggi meter mengintai pesisir selatan Jawa Barat akibat gempa megathrust Begini kata pakar dari httpstcozGJtUL9cz3
Potensi tsunami setinggi 34 meter mengintai pesisir selatan Jawa Barat akibat gempa megathrust. Begini kata pakar dari ITB. https://t.co/zGJtULqfB3,Potensi tsunami setinggi meter mengintai pesisir selatan Jawa Barat akibat gempa megathrust Begini kata pakar dari httpstcozGJtULqfB3
Yg riset gak main2 sih org2nya semoga langsung digalakkan mitigasi krn daerah jabodetabek juga banyak sesarnya Potensi gempa megathrust dan tsunami di pansela tinggi. https://t.co/EO3axSsI9N,riset main2 org2nya semoga langsung digalakkan mitigasi daerah jabodetabek juga banyak sesarnya Potensi gempa megathrust tsunami pansela tinggi httpstcoEO3axSsI9N
@widjokongko @Penzhu @infomitigasi @BPBDJabar @prth_brin bagaimana dgn megathrust yg di selatan jawa,widjokongko Penzhu infomitigasi BPBDJabar prth_brin bagaimana megathrust selatan jawa
@FajrulNothern @Penzhu @infomitigasi @BPBDJabar @prth_brin Tsunami dari gempa megathrust katastropik dan dampaknya jauh tmsk ke Pantura Jawa Selatan/Timur Sumatra Pantura/Barat Australia India Kep/negara² dg Pantai di Samudra Hindia Di teluk Jkt? &gt;2m dg wkt tiba &gt;2.5jam.,FajrulNothern Penzhu infomitigasi BPBDJabar prth_brin Tsunami dari gempa megathrust katastropik dampaknya jauh tmsk Pantura Jawa SelatanTimur Sumatra PanturaBarat Australia India Kepnegara² Pantai Samudra Hindia teluk gt2m tiba gt25jam
Penelitian terbaru menemukan zona kegempaan di selatan Jawa bagian barat dan tenggara Sumatera menyimpan sumber potensial gempa megathrust di masa depan dengan kekuatan hingga M 8 9. https://t.co/M8Se0Ji624 #Iptek #AdadiKompas https://t.co/7fCxZ6T2fp,Penelitian terbaru menemukan zona kegempaan selatan Jawa bagian barat tenggara Sumatera menyimpan sumber potensial gempa megathrust masa depan dengan kekuatan hingga httpstcoM8Se0Ji624 Iptek AdadiKompas httpstco7fCxZ6T2fp
BMKG Sebut Gempa M5 5 Banten Dipicu Deformasi Lempeng Megathrust-Benioff #LengkapCepatBeritanya #BeritaTerkini #Berita #News #BeritaNasional . https://t.co/Z8vZ9UGZRV,BMKG Sebut Gempa Banten Dipicu Deformasi Lempeng MegathrustBenioff LengkapCepatBeritanya BeritaTerkini Berita News BeritaNasional httpstcoZ8vZ9UGZRV
